13629	permissive	寛大で、行動の自由を許す、または寛容な	The school has a permissive attitude toward student cell phone use.	その学校は生徒の携帯電話使用に対して寛容な態度をとっている。	そのがっこうはせいとのけいたいでんわしようにたいしてかんようなたいどをとっている。
13630	pretentiously	自慢げに、うぬぼれて、見せびらかすように	He spoke pretentiously about his achievements to impress everyone.	彼は皆に感銘を与えるために自分の業績について自慢げに語った。	かれはみなにかんめいをあたえるためにじぶんのぎょうせきについてじまんげにかたった。
13631	jelly	ゼリー	I like to spread strawberry jelly on my toast.	私はトーストにイチゴゼリーを塗るのが好きです。	わたくしはとーすとにいちごぜりーをぬるのがすきです。
13632	electronically	電子的に、電子機器を使って	She submitted her assignment electronically through the online portal.	彼女はオンラインポータルを通じて電子的に課題を提出しました。	かのじょはおんらいんぽーたるをつうじてでんしてきにかだいをていしゅつしました。
13633	annoyed	苛立った、腹を立てている	He was annoyed by the constant noise outside.	彼は外の絶え間ない騒音に苛立っていた。	かれはそとのたえまないそうおんにいらだっていた。
13634	repulsion	嫌悪感、反発	She felt a sense of repulsion towards the idea.	彼女はそのアイデアに対して嫌悪感を抱いた。	かのじょはそのあいであにたいしてけんおかんをいだいた。
13635	photosynthesis	光合成	Photosynthesis is essential for the production of oxygen in the atmosphere.	光合成は大気中の酸素生成に不可欠です。	こうごうせいはたいきちゅうのさんそせいせいにふかけつです。
13636	syncopation	シンコペーション、音楽のリズムの中で通常のアクセントがずれる現象	Jazz music often features complex syncopation to create a lively rhythm.	ジャズ音楽は活気あるリズムを生み出すために複雑なシンコペーションをしばしば使用します。	じゃずおんがくはかっきあるりずむをうみだすためにふくざつなしんこぺーしょんをしばしばしようします。
13637	immoral	不道徳な、非倫理的な	Ignoring the rules was considered immoral by the society.	ルールを無視することは社会から非倫理的とみなされた。	るーるをむしすることはしゃかいからひりんりてきとみなされた。
13638	bronchial	気管支の	The doctor specialized in bronchial diseases.	その医師は気管支の病気を専門としている。	そのいしはきかんしのびょうきをせんもんとしている。
13639	condensation	結露、凝縮	Condensation occurs when warm moist air meets cooler surfaces.	暖かく湿った空気が冷たい表面に触れると結露が起こる。	あたたかくしめったくうきがつめたいひょうめんにふれるとけつろがおこる。
13640	artificially	人工的に	The pond was artificially stocked with fish.	池には人工的に魚が放たれました。	いけにはじんこうてきにさかながはなたれました。
13641	levy	税金や料金を課すこと	The government decided to levy a new tax on luxury goods.	政府は高級品に新しい税を課すことを決定した。	せいふはこうきゅうひんにあたらしいぜいをかすことをけっていした。
13642	powerless	無力な、力のない	He felt powerless to change the situation.	彼は状況を変える力がないと感じた。	かれはじょうきょうをかえるちからがないとかんじた。
13643	waterway	水路、水道	The city is built along a major waterway.	その都市は主要な水路に沿って建てられている。	そのとしはしゅようなすいろにそってたてられている。
13644	enthusiastically	熱心に、積極的に	She cheered enthusiastically for her favorite team.	彼女はお気に入りのチームを熱心に応援した。	かのじょはおきにいりのちーむをねっしんにおうえんした。
13645	savagely	凶暴に、激しく	The animals fought savagely over food.	動物たちは食べ物をめぐって激しく争った。	どうぶつたちはたべものをめぐってはげしくあらそった。
13646	superlative	最上級、最高度	This is the superlative example of craftsmanship.	これは職人技の最高の例です。	これはしょくにんわざのさいこうのれいです。
