id	word	definition_en	definition_ja	example_en	example_ja	kana	level	grouping	similar_ids
13929	interlace	to cross or weave things together	絡める、組み合わせる	The vines interlace to form a dense canopy.	つるは絡み合って密な天蓋を作っている。	つるはからみあってみつなてんがいをつくっている。	2	1	6717,1770,6699,14121,1999,5606,1858,14226,4290,7433
13930	politely	in a manner that shows good manners and respect	丁寧に、礼儀正しく	He spoke politely to the elderly man.	彼は高齢の男性に丁寧に話しかけた。	かれはこうれいのだんせいにていねいにはなしかけた。	2	3	627,8893,13140,8501,5493,7712,7140,14446,14164,13582
13931	urination	the process of passing urine from the body	排尿、尿を排出する行為	Urination is a normal part of the body's waste elimination process.	排尿は体の排泄過程の正常な一部です。	はいにょうはからだのはいせつかていのせいじょうないちぶです。	2	4	13695,4892,4530,13194,14382,3019,13080,11997,6253,4333
13932	bendable	able to be bent easily without breaking	曲げやすい、柔軟な	This material is very bendable and can be shaped into many forms.	この素材は非常に曲げやすく、多くの形に成形できます。	このそざいはひじょうにまげやすく、おおくのかたちにせいけいできます。	2	2	5755,3403,2364,5907,12133,3582,7282,13346,13795,2775
13933	instructor	a person who teaches or guides others, especially in a particular subject or activity	指導者、教師	The instructor explained the safety procedures to all the students.	インストラクターはすべての学生に安全手順を説明しました。	いんすとらくたーはすべてのがくせいにあんぜんてじゅんをせつめいしました。	2	4	6088,9303,10625,2127,10157,10529,6456,475,4578,8085
13934	meteorologist	a scientist who studies weather patterns and predicts weather conditions	気象学者、気象予報士	The meteorologist forecasted heavy rain for the weekend.	気象予報士は週末の大雨を予想しました。	きしょうよほうしはしゅうまつのおおあめをよそうしました。	2	4	11179,8540,3888,5695,1783,10616,12366,3983,6318,6291
13935	inorganic	not derived from living organisms; not organic	無機の、有機以外の	Salt is an example of an inorganic compound.	塩は無機化合物の例です。	しおはむきかごうぶつのれいです。	2	2	11879,7091,13710,10027,6486,13640,8229,4505,13956,718
13936	ordinal	relating to a position in a series, such as first, second, third	序数の、順位を示す	He finished in the third place, an ordinal position.	彼は3位に入り、序数の順位を示しました。	かれはさんいにはいり、じょすうのじゅんいをしめしました。	2	0	9220,9454,9506,11389,9444,9202,9443,11935,9203,14018
13937	crocodile	a large aquatic reptile with a long snout and powerful jaws	ワニ	The crocodile basked lazily on the riverbank.	ワニは川岸でのんびりと日向ぼっこをしていた。	わにはかわぎしでのんびりとひなたぼっこをしていた。	2	4	14088,5040,9160,1226,13572,9531,14266,9221,13600,12469
13938	droplet	a small drop of liquid	しずく、小滴	The window was covered with tiny water droplets.	窓には小さな水滴がついていた。	まどにはちいさなすいてきがついていた。	2	4	2405,1884,11451,4395,2012,2524,5426,7352,1399,5036
13939	swiftly	quickly; at high speed	素早く、迅速に	She ran swiftly to catch the bus.	彼女はバスに間に合うように素早く走った。	かのじょはばすにまにあうようにすばやくはしった。	2	0	9719,10237,3096,7714,7960,2591,3293,14263,4874,2133
13940	festivity	a celebration or festival marked by joyful activities	祭典、お祝い	The town organized a big festivity for the holiday.	その町は休日のために大きな祭典を企画した。	そのまちはきゅうじつのためにおおきなさいてんをきかくした。	2	4	10090,4964,14124,2477,8374,6601,5588,7345,10174,10742
13941	unspoile	This appears to be a misspelling of 'unspoiled', which means not spoiled, ruined, or damaged; in pristine condition.	傷ついていない、損なわれていない、未熟な状態	They visited the unspoiled beaches of the island.	彼らは島の手付かずのビーチを訪れました。	かれらはしまのてつけかずのびーちをおとずれました。	2	2	4815,13742,14223,3475,7983,14259,12913,13520,7992,13127
13942	tosubmit	This appears to be a misspelling of 'to submit', meaning to present, deliver, or hand in something for consideration or judgment.	提出する、差し出す	Please submit your assignment by tomorrow.	明日までにあなたの宿題を提出してください。	あすまでにあなたのしゅくだいをていしゅつしてください。	2	1	7912,5085,6092,11812,6792,10091,14223,11370,2022,12035
13943	nostalgically	In a manner that expresses or evokes nostalgia, a sentimental longing for the past.	郷愁をもって、懐かしさを感じさせて	She looked at old photos nostalgically.	彼女は古い写真を郷愁をもって見た。	かのじょはふるいしゃしんをきょうしゅうをもってみた。	2	3	3611,4857,5269,13121,9020,14378,2968,3148,7807,9653
13944	dwell	To live in or at a specified place; to focus attention on a particular subject.	住む、長時間とどまる、深く考える	They dwell in a small cottage by the lake.	彼らは湖のそばの小さなコテージに住んでいる。	かれらはみずうみのそばのちいさなこてーじにすんでいる。	2	1	3817,6606,3033,3275,6108,2876,3564,6653,7226,7430
13945	irreverent	Showing a lack of respect for people or things that are generally taken seriously.	不敬な、敬意を欠く	His irreverent jokes amused the young audience.	彼の不敬なジョークは若い観客を楽しませた。	かれのふけいなじょーくはわかいかんきゃくをたのしませた。	2	2	3330,2972,14186,1203,14446,6716,2809,6972,3511,13466
13946	european	Relating to Europe or its inhabitants.	ヨーロッパの、ヨーロッパ人の	She enjoys European cuisine.	彼女はヨーロッパ料理を楽しんでいる。	かのじょはよーろっぱりょうりをたのしんでいる。	1	3	8459,9661,14535,10478,14045,9466,4386,9188,9401,14000
13947	homo	A prefix meaning 'same' or 'man' in Latin, often used in scientific terms or as shorthand for 'homosexual' in informal contexts.	同じ、男（男性）を意味する接頭辞	The term 'homogeneous' means 'of the same kind.'	「均質」とは「同じ種類のもの」を意味します。	きごうきんしつきごうとはきごうおなじしゅるいのものきごうをいみします。	2	0	9322,157,13811,1743,4315,11754,14079,9590,7448,12393
13948	leafy	Having many leaves or covered with leaves; surrounded by trees or plants.	葉の多い、緑豊かな	They live in a leafy neighborhood.	彼らは緑豊かな住宅地に住んでいる。	かれらはみどりゆたかなじゅうたくちにすんでいる。	2	3	1657,7951,14160,13179,12375,4956,8165,13335,9287,6165
13949	nonexistent	Not existing; not present or real.	存在しない、実在しない	The myth turned out to be about a nonexistent creature.	その神話は存在しない生き物についてのものでした。	そのしんわはそんざいしないいきものについてのものでした。	2	2	9668,10981,1534,404,13201,810,6050,14175,1034,2226
13950	boldness	the willingness to take risks and act decisively	大胆さ、度胸	His boldness in speaking up impressed everyone.	彼の大胆さで発言したことで皆を驚かせた。	かれのだいたんさではつげんしたことでみなをおどろかせた。	2	3	5290,7036,13763,8061,1550,1811,7548,13059,286,3589
13951	fractional	relating to or expressed as a fraction; divided into parts	部分的な、小数の	She owns a fractional share of the property.	彼女はその不動産の部分的な権利を持っている。	かのじょはそのふどうさんのぶぶんてきなけんりをもっている。	2	0	10093,2774,6213,8626,10436,10267,67,9379,12402,2252
13952	angrily	in a very upset or annoyed manner	怒って、激しく	He angrily stormed out of the room.	彼は怒って部屋を飛び出した。	かれはおこってへやをとびだした。	2	2	14503,7446,14001,10912,13287,2931,2840,3155,8879,3573
13953	gathering	an assembly of people or things together in one place	集まり、ごてん	The family gathering was held at her grandmother’s house.	家族の集まりは彼女の祖母の家で行われた。	かぞくのあつまりはかのじょのそぼのいえでおこなわれた。	2	4	6602,1603,8045,10398,164,3739,12615,461,1468,4554
